Topic,TimeQueried,Video_Title,Video_ID,Published_AT,Duration,ViewCount,LikeCount,DislikeCount,favoriteCount,Definition,Caption,Zscore_Trend,Score
Artificial Intelligence,2020-08-22 0:45:34,Andrew Ng - The State of Artificial Intelligence,NKpuX_yzdYs,2017-12-15T22:00:01Z,1759,380566,6431,183,0,hd,False,1,1.010205635
Artificial Intelligence,2020-08-22 0:45:34,Understanding Artificial Intelligence and Its Future | Neil Nie | TEDxDeerfield,SN2BZswEWUA,2017-04-10T19:06:42Z,1011,448310,4894,224,0,hd,False,1,1.009775632
Artificial Intelligence,2020-08-22 0:45:34,Artificial Intelligence Robots Development Until 2019 - Machine Learning Robot Ep. 06,UAfqE7ctcgs,2019-03-28T13:22:01Z,676,745543,6717,650,0,hd,False,1,1.008998845
Artificial Intelligence,2020-08-22 0:45:34,इंसानी सभ्यता का अंत और फिर होगा Artificial Intelligence का आगमन | The dark Future of Mankind,P4RFXgMS7q4,2018-05-09T14:39:59Z,647,273410,13747,378,0,hd,False,1,1.008862715
Artificial Intelligence,2020-08-22 0:45:34,Preparing for a future with Artificial Intelligence | Robin Winsor | TEDxYYC,f7dhOHMX0js,2018-08-20T22:28:27Z,1040,413224,3903,194,0,hd,False,1,1.008820746
Artificial Intelligence,2020-08-22 0:45:34,Elon Musk on Google DeepMind | ARTIFICIAL INTELLIGENCE !!,MuWWZ91-G6w,2018-04-17T21:03:32Z,198,434882,7023,335,0,hd,False,1,1.008614662
Artificial Intelligence,2020-08-22 0:45:34,"The Future of Robotics and Artificial Intelligence (Andrew Ng, Stanford University, STAN 2011)",AY4ajbu_G3k,2011-05-23T06:08:53Z,987,303367,3003,57,0,hd,False,1,1.0084796999999999
Artificial Intelligence,2020-08-22 0:45:34,Create Artificial Intelligence - EPIC HOW TO,NQMffbdx86k,2016-11-10T18:00:02Z,420,915836,18444,1288,0,hd,False,1,1.008003632
Artificial Intelligence,2020-08-22 0:45:34,How Will Artificial Intelligence Affect Your Life | Jeff Dean | TEDxLA,BfDQNrVphLQ,2017-01-18T17:30:31Z,956,397958,3370,196,0,hd,False,1,1.0079925779999999
Artificial Intelligence,2020-08-22 0:45:34,"Artificial Intelligence, the History and Future - with Chris Bishop",8FHBh_OmdsM,2017-05-17T14:00:00Z,3682,448876,4996,311,0,hd,False,1,1.007934545
Artificial Intelligence,2020-08-22 0:45:34,WHAT IS AI IN TELUGU | HOW ARTIFICIAL INTELLIGENCE WORK? | FACTS 4U | AI ప్రపంచాన్ని అంతం చేస్తుందా?,zNF4Awx2XPI,2019-01-21T13:25:51Z,709,487257,11057,569,0,hd,False,1,1.007797204
Artificial Intelligence,2020-08-22 0:45:34,Ben Goertzel: Artificial General Intelligence | Lex Fridman Podcast #103,OpSmCKe27WE,2020-06-22T20:16:56Z,14938,244590,7272,198,0,hd,False,1,1.007183305
Artificial Intelligence,2020-08-22 0:45:34,Artificial intelligence and its ethics | DW Documentary,Izd2qOgOGQI,2019-08-14T16:00:04Z,2546,397247,4105,266,0,hd,True,0,1.00698406
Artificial Intelligence,2020-08-22 0:45:34,"Artificial Intelligence in Hindi | Free Course by Google | Machine Learning | Career, Scope",JRBUMuKumG0,2018-06-21T13:27:34Z,330,391235,17351,718,0,hd,False,1,1.006964702
Artificial Intelligence,2020-08-22 0:45:34,A DARPA Perspective on Artificial Intelligence,-O01G3tSYpU,2017-02-15T18:32:50Z,972,226833,5241,120,0,hd,False,1,1.006921392
Artificial Intelligence,2020-08-22 0:45:34,What is artificial intelligence? - BBC News,fvtrRGmv7aU,2015-09-14T15:47:41Z,118,308771,580,50,0,hd,False,1,1.0069070279999999
Artificial Intelligence,2020-08-22 0:45:34,Scientist Explains Self Improving Artificial Intelligence,-g0xOJYPjkQ,2020-02-04T20:30:01Z,816,253615,4425,124,0,hd,False,1,1.006862689
Artificial Intelligence,2020-08-22 0:45:34,AI in the Sky | Artificial Intelligence in Space Exploration | upGrad - Future Forward,AmjAOiDtzZI,2020-06-13T11:51:17Z,235,279803,0,0,0,hd,False,1,1.006862256
Artificial Intelligence,2020-08-22 0:45:34,Artificial Intelligence Tutorial | AI Tutorial for Beginners | Artificial Intelligence | Simplilearn,FWOZmmIUqHg,2018-05-09T13:11:11Z,2255,270755,3360,123,0,hd,False,1,1.0064874
Artificial Intelligence,2020-08-22 0:45:34,A.I. Artificial Intelligence Scene - David &amp; Futuristic Mecha,4O8Xp7ozYME,2015-03-22T21:33:43Z,135,257484,0,0,0,hd,False,1,1.006314875
Artificial Intelligence,2020-08-22 0:45:34,WHAT IF THE ROBOT ANKI VECTOR SEES THE 1000 COCKROACHES? ARTIFICIAL INTELLIGENCE VS COCKROACHES,6-AeQdIFlVU,2020-07-10T13:00:02Z,407,602574,13656,858,0,hd,False,1,1.006199197
Artificial Intelligence,2020-08-22 0:45:34,Artificial Intelligence In 5 Minutes | What Is Artificial Intelligence? | AI Explained | Simplilearn,ad79nYk2keg,2019-04-30T14:30:01Z,328,241172,2799,108,0,hd,False,1,1.005664371
Artificial Intelligence,2020-08-22 0:45:34,The Dangers of Artificial Intelligence - Robot Sophia makes fun of Elon Musk - A.I. 2018,GzdY3gwE0WQ,2017-11-04T14:25:56Z,717,1608440,13928,2013,0,hd,True,0,1.005411032
Artificial Intelligence,2020-08-22 0:45:34,ARTIFICIAL INTELLIGENCE (An Existential Odyssey) EXPLORED,N4s7EzMeat8,2020-05-31T13:24:44Z,970,90778,5407,53,0,hd,False,1,1.005200945
Artificial Intelligence,2020-08-22 0:45:34,"How artificial intelligence will change your world in 2019, for better or worse",XvzNuw5VjBU,2018-12-24T13:15:01Z,261,260816,2509,143,0,hd,False,1,1.005145675
Artificial Intelligence,2020-08-22 0:45:34,Breadth First Search with example | Uninformed Search | Artificial Intelligence,qul0f79gxGs,2019-03-30T07:09:03Z,777,159483,2915,59,0,hd,False,1,1.004838876
Artificial Intelligence,2020-08-22 0:45:34,PG Diploma Courses In Machine Learning And AI (Artificial Intelligence) | IIIT-Bangalore | upGrad,0DOENg_rJfM,2019-03-26T07:12:53Z,48,195691,0,0,0,hd,False,1,1.004799383
Artificial Intelligence,2020-08-22 0:45:34,Artificial Intelligence 🧠 🇱🇰 Episode 01,56azq7f_Skw,2019-01-31T12:32:26Z,1092,71781,6238,79,0,hd,False,1,1.004795442
Artificial Intelligence,2020-08-22 0:45:34,Is Atlas The World&#39;s Most Advanced Humanoid Robot With Artificial Intelligence Until Now?,yBdyU1JCpwg,2019-10-12T10:04:02Z,280,274329,2900,195,0,hd,False,1,1.004621821
Artificial Intelligence,2020-08-22 0:45:34,A* algorithm in AI (artificial intelligence) in HINDI | A* algorithm with example,tvAh0JZF2YE,2019-04-05T12:27:33Z,874,158706,2583,59,0,hd,False,1,1.004564859
Artificial Intelligence,2020-08-22 0:45:34,StarCraft 2: AlphaStar (Artificial Intelligence) vs Grand Master League!,VsJpWZj9jl0,2019-11-12T19:00:03Z,1377,154559,3056,74,0,hd,False,1,1.004493068
Artificial Intelligence,2020-08-22 0:45:34,Lenzman x Artificial Intelligence - Drowning,jf2SoTl_-j0,2017-12-13T17:09:11Z,315,151043,2556,55,0,hd,False,1,1.0044450740000002
Artificial Intelligence,2020-08-22 0:45:34,Post Graduate Program in Analytics &amp; Artificial Intelligence,zBR2gyfbJLY,2020-01-14T09:02:56Z,18,175556,2,0,0,hd,False,1,1.004307101
Artificial Intelligence,2020-08-22 0:45:34,Tesla: Full Autonomy &amp; Artificial Intelligence (reaction video) 🤓,-IECosXLb8g,2020-07-09T20:50:37Z,800,88787,4834,77,0,hd,False,1,1.004178752
Artificial Intelligence,2020-08-22 0:45:34,The Artificial Intelligence revolution,bLg6big81Yg,2017-06-02T09:21:59Z,938,191677,4142,175,0,hd,False,1,1.003992994
Artificial Intelligence,2020-08-22 0:45:34,John Lennox: Should We Fear Artificial Intelligence?,njU4u2hMFnE,2018-10-10T01:59:36Z,7767,189924,3551,153,0,hd,False,1,1.0039850190000001
